שם הצעת החוק,מדרג,מספר חוק,ניקוד לחוק,קישור להצעה,הסבר הדירוג,הערות אחרות,הגיע להצבעה?,עבר?,יוזם ראשון,חתומים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הצעת חוק-יסוד: ישראל - מדינת הלאום של העם היהודי (תיקון - ביטול החוק),,פ\25\1118,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198155,,,0,0,איימן עודה,עאידה תומא סלימאן,עופר כסיף,יוסף עטאונה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,איימן עודהעאידה תומא סלימאןעופר כסיףיוסף עטאונה
"הצעת חוק הביטוח הלאומי (תיקון - הכרה בפגיעה מינית בעבודה כתאונת עבודה), התשפ'ג-2023",,פ\25\1119,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198346,,,0,0,עאידה תומא סלימאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עאידה תומא סלימאן
"הצעת חוק צער בעלי חיים (הגנה על בעלי חיים) (תיקון - איסור קשירת כלבים), התשפ'ג-2023",,פ\25\1120,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198069,,,0,0,יסמין פרידמן,נאור שירי,מירב בן ארי,יוראי להב הרצנו,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יסמין פרידמןנאור שירימירב בן ארייוראי להב הרצנו
"הצעת חוק למניעת הטרדה מינית (תיקון - נקיטת אמצעים למניעת הטרדה מינית במקומות בילוי), התשפ'ג-2023",,פ\25\1121,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198344,,,0,0,עאידה תומא סלימאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עאידה תומא סלימאן
"הצעת חוק שיקום, פיצוי וסיוע משפטי לנפגעי עבירות מין, התשפ'ג-2023",,פ\25\1122,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198310,,,0,0,עאידה תומא סלימאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עאידה תומא סלימאן
"הצעת חוק העונשין (תיקון - אחראי על קטין או חסר ישע לעניין חובת הדיווח), התשפ'ג-2023",,פ\25\1123,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198299,,,0,0,עאידה תומא סלימאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עאידה תומא סלימאן
"הצעת חוק לתיקון פקודת התעבורה (הקמת מאגר מידע לריכוז דוחות חניה), התשפ'ג-2023",,פ\25\1124,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198076,,,0,0,אחמד טיבי,עאידה תומא סלימאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיביעאידה תומא סלימאן
"הצעת חוק העונשין (תיקון - חובת פיצוי נפגע עבירה וחובת הנמקה), התשפ'ג-2023",,פ\25\1125,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198296,,,0,0,עאידה תומא סלימאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עאידה תומא סלימאן
"הצעת חוק הביטוח הלאומי (תיקון - קצבת לידה בשל לידת תאומים), התשפ'ג-2023",,פ\25\1126,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198397,,,0,0,עאידה תומא סלימאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עאידה תומא סלימאן
"הצעת חוק אוויר נקי (תיקון - איסור שימוש בתנורי עץ, סולר ונפט), התשפ'ג-2023",dup_laws_bot,פ\25\1127,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197853,"ותב החוק מחליט בשביל אנשים באיזה אופן כדאי להם יותר להתחמם.
מתנגד. מתאפק לבחור 2 שלילי, אבל לא יודע אם כמות האנשים שתפגע מזה תהיה גדולה, מצד שני לכנוס אפילו בן אדם על שימוש בכמין ביתי נשמע לי מטורף.
'סכום העיצום הכספי יהיה 14,400 שקלים חדשים, בשל הפעלת תנור הסקה שמופעל באמצעות שריפת עץ, סולר או נפט גולמי ' ראה חוק
פ/752/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2158003",,0,0,נעמה לזימי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,נעמה לזימי
"הצעת חוק העונשין (תיקון - הגנה עצמית בנסיבות של אלימות במשפחה), התשפ'ג-2023",,פ\25\1128,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198450,,,0,0,עאידה תומא סלימאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עאידה תומא סלימאן
"הצעת חוק המועצה להשכלה גבוהה (תיקון - איסור הגבלת גיל בהרשמה למוסד להשכלה גבוהה), התשפ'ג-2023",dup_laws_bot,פ\25\1129,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198068,"איסור הגבלה במוסד פרטי הוא אנטי-ליברלי, במוסד ממשלתי הוא ליברלי אך יגרום לעלויות טיפה יותר גבוהות. משתקלל לנייטרלי ראה חוק
פ/1927/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2160646",,0,0,אחמד טיבי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיבי
"הצעת חוק הסניגוריה הציבורית (תיקון - ליווי משפטי בשפת חשוד שהוא קטין), התשפ'ג-2023",,פ\25\1130,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198454,,,0,0,עאידה תומא סלימאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עאידה תומא סלימאן
"הצעת חוק הביטוח הלאומי (תיקון - השוואת קצבת נכות לשכר מינימום), התשפ'ג-2023",dup_laws_bot,פ\25\1131,-3,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198176,"יז ראה חוק
פ/103/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081185",,0,0,איימן עודה,עאידה תומא סלימאן,עופר כסיף,יוסף עטאונה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,איימן עודהעאידה תומא סלימאןעופר כסיףיוסף עטאונה
"הצעת חוק השכירות והשאילה (תיקון - הגבלה על העלאת דמי השכירות), התשפ'ג-2023",,פ\25\1132,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198167,,,0,0,איימן עודה,עאידה תומא סלימאן,עופר כסיף,יוסף עטאונה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,איימן עודהעאידה תומא סלימאןעופר כסיףיוסף עטאונה
"הצעת חוק הלוואות למיגון דירות באזורי קו העימות, התשפ''ג-2023",,פ\25\1133,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198083,,,0,0,רם בן ברק,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,רם בן ברק
"הצעת חוק לתיקון פקודת מס הכנסה (פטור ממס על משיכה הונית מקופת גמל), התשפ'ג-2023",,פ\25\1134,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198432,,,0,0,יוסף עטאונה,עאידה תומא סלימאן,איימן עודה,עופר כסיף,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יוסף עטאונהעאידה תומא סלימאןאיימן עודהעופר כסיף
"הצעת חוק שוויון ההזדמנויות בעבודה (תיקון - ייצוג הולם לאוכלוסייה הערבית), התשפ'ג-2023",,פ\25\1135,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198342,,,0,0,יוסף עטאונה,עאידה תומא סלימאן,איימן עודה,עופר כסיף,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יוסף עטאונהעאידה תומא סלימאןאיימן עודהעופר כסיף
"הצעת חוק זכויות הדייר בדיור הציבורי (תיקון - זכות למגורים בדירה ציבורית לנשים ששהו במקלט לנשים מוכות), התשפ'ג-2023",dup_laws_bot,פ\25\1136,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198265,"את הדיור הציבורי יש לבטל. אם כבר נטען שהציבור צריך לסייע להן במימון דיור, עדיף לתת להן כסף שישכרו בשוק החופשי מאשר להיות בזיור ממשלתי מסואב ומוזנח. ראה חוק
פ/2169/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161056",,0,0,יסמין פרידמן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יסמין פרידמן
"הצעת חוק זכויות הדייר בדיור הציבורי (תיקון - זכות למגורים בדירה ציבורית לנשים ששהו במקלט לנשים מוכות), התשפ'ג-2023",dup_laws_bot,פ\25\1137,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198448,"את הדיור הציבורי יש לבטל. אם כבר נטען שהציבור צריך לסייע להן במימון דיור, עדיף לתת להן כסף שישכרו בשוק החופשי מאשר להיות בזיור ממשלתי מסואב ומוזנח. ראה חוק
פ/2169/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2161056",,0,0,עאידה תומא סלימאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עאידה תומא סלימאן
"הצעת חוק הגנה על הציבור מפני עבריינים שביצעו עבירות אלימות חמורות, התשפ'ג-2023",dup_laws_bot,פ\25\1138,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196914,"מתםקיד המדינה, לא רלוונטי למדד ראה חוק
פ/854/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156308",,0,0,שרן מרים השכל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שרן מרים השכל
"הצעת חוק הגנת השכר (תיקון - תשלום שכר עבודה בעת הליכי מיון והשמה), התשפ'ג-2023",,פ\25\1139,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198140,,,0,0,אברהם בצלאל,אוריאל בוסו,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אברהם בצלאלאוריאל בוסו
"הצעת חוק הרשויות המקומיות (בחירת ראש הרשות וסגניו וכהונתם) (תיקון - סגן ראש רשות ברשות מעורבת), התשפ'ג-2023",dup_laws_bot,פ\25\1140,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197102,"לא נתנגד אוטומטית לעוד תפקידים בשכר ברשויות המקומיות שכרגע סובלות מכך שרוב נבחריהם עובדים בהתנדבות וכך קשה לרשות המקומית ליטול יותר עצמאות מהשלטון המרכזי. אך פה מדבור בעוד תפקיד בשכר מטעמים שלא קשורים לעודף עבודה שנדרשת. אז חבל על כספי משלמי המיסים. ראה חוק
פ/729/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2087592",,0,0,אחמד טיבי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיבי
"הצעת חוק הרשויות המקומיות (בחירת ראש הרשות וסגניו וכהונתם) (תיקון - סגן ראש רשות ברשות מעורבת), התשפ'ג-2023",dup_laws_bot,פ\25\1141,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197847,"לא נתנגד אוטומטית לעוד תפקידים בשכר ברשויות המקומיות שכרגע סובלות מכך שרוב נבחריהם עובדים בהתנדבות וכך קשה לרשות המקומית ליטול יותר עצמאות מהשלטון המרכזי. אך פה מדבור בעוד תפקיד בשכר מטעמים שלא קשורים לעודף עבודה שנדרשת. אז חבל על כספי משלמי המיסים. ראה חוק
פ/729/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2087592",,0,0,נעמה לזימי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,נעמה לזימי
"הצעת חוק לתיקון פקודת מס הכנסה (הטבות מס ליישובים), התשפ'ג-2023",,פ\25\1142,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198429,,,0,0,יוסף עטאונה,עאידה תומא סלימאן,איימן עודה,עופר כסיף,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יוסף עטאונהעאידה תומא סלימאןאיימן עודהעופר כסיף
"הצעת חוק הרשויות המקומיות (ממונה על בטיחות ילדים), התשפ'ג-2023",,פ\25\1143,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198338,,,0,0,יוסף עטאונה,עאידה תומא סלימאן,איימן עודה,עופר כסיף,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יוסף עטאונהעאידה תומא סלימאןאיימן עודהעופר כסיף
"הצעת חוק שכר מינימום (תיקון - הצמדת שכר המינימום למדד המחירים לצרכן), התשפ'ג-2023",,פ\25\1144,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198405,,,0,0,יוסף עטאונה,עאידה תומא סלימאן,איימן עודה,עופר כסיף,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יוסף עטאונהעאידה תומא סלימאןאיימן עודהעופר כסיף
"הצעת חוק לתיקון פקודת התעבורה (איסור נהיגת שטח בדרך שאינה ייעודית לנסיעת שטח), התשפ'ג-2023",dup_laws_bot,פ\25\1145,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198509,"צריך לה]ריט את השטחים הללו. אבל עד אז, החוק מונע החצנות שליליות. ראה חוק
פ/2056/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157321",,0,0,רם בן ברק,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,רם בן ברק
"הצעת חוק כלי הירייה (תיקון - זכאות לרישיון כלי ירייה למי ששירת כלוחם וכשוטר), התשפ'ג-2023",,פ\25\1146,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196965,,,0,0,שרן מרים השכל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שרן מרים השכל
"הצעת חוק הביטוח הלאומי (תיקון - דמי אבטלה לעצמאים), התשפ'ג-2023",dup_laws_bot,פ\25\1147,-2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196982,"עצמאיים זכו בכך שהם אינם חייבים להשתתף בהונאת הפונזי של הביטוח הלאומי בכל הנוגע לדמי אבטלה. הצעת החוק הזו מציעה לפתוח ענף 'ביטוחי' חדש שייתן דמי 'אבטלה' ל'עצמאים' שלא עובדים. וכל זה ימומן ככל הנראה על ידי כלל העצמאים שכן עובדים ויסבלו העלאה בדמי הביטוח הלאומי שלהם ראה חוק
פ/1784/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2140943",,0,0,אחמד טיבי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיבי
"הצעת חוק סדר הדין הפלילי (סמכויות אכיפה - מעצרים) (תיקון - מעצר עד תום ההליכים בגין עבירה של החזקת נשק שלא כדין), התשפ'ג-2023",,פ\25\1148,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196966,,,0,0,אחמד טיבי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיבי
"הצעת חוק הביטוח הלאומי (תיקון - אי הפליה בשל שירות צבאי או שירות לאומי), התשפ'ג-2023",,פ\25\1149,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198184,,,0,0,איימן עודה,עאידה תומא סלימאן,עופר כסיף,יוסף עטאונה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,איימן עודהעאידה תומא סלימאןעופר כסיףיוסף עטאונה
"הצעת חוק עבודת נשים (תיקון - תקופת לידה והורות לנשים בעבודה פיזית קשה), התשפ'ג-2023",,פ\25\1150,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197855,,,0,0,נעמה לזימי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,נעמה לזימי
"הצעת חוק מס ערך מוסף (תיקון - דחיית תשלום בתקופת חירום) (הוראת שעה), התשפ'ג-2023",,פ\25\1151,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197155,,,0,0,אחמד טיבי,עאידה תומא סלימאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיביעאידה תומא סלימאן
"הצעת חוק מיסוי רווחים ממשאבי טבע (תיקון - שקיפות הליכי השומה), התשפ'ג-2023",,פ\25\1152,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197856,,,0,0,נעמה לזימי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,נעמה לזימי
"הצעת חוק שכר מינימום (תיקון - שכר מינימום לעובד שטרם מלאו לו 18 שנים), התשפ'ג-2023",dup_laws_bot,פ\25\1153,-3,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198408,"ראה חוק
פ/751/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081211",,0,0,יוסף עטאונה,עאידה תומא סלימאן,איימן עודה,עופר כסיף,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יוסף עטאונהעאידה תומא סלימאןאיימן עודהעופר כסיף
"הצעת חוק שיקים ללא כיסוי (תיקון - מצב חירום בשל מגפה עולמית), התשפ'ג-2023",,פ\25\1154,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197161,,,0,0,אחמד טיבי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיבי
"הצעת חוק הביטוח הלאומי (תיקון - התפטרות הורה על מנת לטפל בילדו), התשפ'ג-2023",,פ\25\1155,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198351,,,1,0,עאידה תומא סלימאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עאידה תומא סלימאן
"הצעת חוק עבודת נשים (תיקון - הארכת תקופת לידה והורות בתשלום), התשפ'ג-2023",,פ\25\1156,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2198401,,,0,0,עאידה תומא סלימאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עאידה תומא סלימאן
"הצעת חוק הירושה (תיקון - בני זוג), התשפ'ג-2023",,פ\25\1157,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197858,,,0,0,נעמה לזימי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,נעמה לזימי
