קישור, שם, מספר חדש, דירוג, מספר קודם
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156142,"הצעת חוק-יסוד: נשיא המדינה (תיקון - כשירות מועמדים לכהונה כנשיא המדינה)",פ\24\41,0,פ/1423/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156142,"הצעת חוק-יסוד: נשיא המדינה (תיקון - כשירות מועמדים לכהונה כנשיא המדינה)",פ\24\41,0,פ/1423/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156174,"הצעת חוק הביטוח הלאומי (תיקון - דמי מחלה לעובד עצמאי), התשפ'א-2021",פ\24\232,-2,פ/369/22
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156174,"הצעת חוק הביטוח הלאומי (תיקון - דמי מחלה לעובד עצמאי), התשפ'א-2021",פ\24\232,-2,פ/685/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156091,"הצעת חוק ביטוח בריאות ממלכתי (תיקון - קציבת מועדים לקבלת טיפול רפואי או פארא-רפואי), התשפ'א-2021",פ\24\190,,פ/662/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156106,"הצעת חוק לתיקון פקודת מס הכנסה (ניכוי הוצאות כיבוד לפגישה מחוץ למקום העיסוק), התשפ'א-2021",פ\24\123,1,פ/2393/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156272,"הצעת חוק-יסוד: השפיטה (תיקון - הגבלת זכות העמידה)",פ\24\359,,פ/1424/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156272,"הצעת חוק-יסוד: השפיטה (תיקון - הגבלת זכות העמידה)",פ\24\359,,פ/1424/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156342,"הצעת חוק החלפת המונח בתי אב (תיקוני חקיקה), התשפ'א-2021",פ\24\366,,פ/1811/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156342,"הצעת חוק החלפת המונח בתי אב (תיקוני חקיקה), התשפ'א-2021",פ\24\366,,פ/1811/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156376,"הצעת חוק הבנקאות (שירות ללקוח) (תיקון - שירות מקוון ללקוח), התשפ'א-2021",פ\24\96,,פ/200/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156376,"הצעת חוק הבנקאות (שירות ללקוח) (תיקון - שירות מקוון ללקוח), התשפ'א-2021",פ\24\96,,פ/200/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156508,"הצעת חוק לתיקון פקודת התעבורה (הארכת משך האור הירוק ברמזור להולכי רגל בקרבת בתי ספר ובתי אבות), התשפ'א-2021",פ\24\122,,פ/1378/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156557,"הצעת חוק היטלי סחר ואמצעי הגנה (תיקון - אי פתיחת חקירה בשל יבוא בהיצף בשוק מונופוליסטי או ריכוזי), התשפ'א-2021",פ\24\144,3,פ/2269/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156557,"הצעת חוק היטלי סחר ואמצעי הגנה (תיקון - אי פתיחת חקירה בשל יבוא בהיצף בשוק מונופוליסטי או ריכוזי), התשפ'א-2021",פ\24\144,3,פ/2269/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156640,"הצעת חוק הגנת הצרכן (תיקון - השוואת תנאי צרכן ונותן שירות בעניין החזרת טובין), התשפ'א-2021",פ\24\58,-1,פ/202/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156640,"הצעת חוק הגנת הצרכן (תיקון - השוואת תנאי צרכן ונותן שירות בעניין החזרת טובין), התשפ'א-2021",פ\24\58,-1,פ/202/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156957,"הצעת חוק כביש אגרה (כביש ארצי לישראל) (תיקון - הפחתת ריבית פיגורים על חוב חלוט), התשפ'א-2021",פ\24\330,,פ/413/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156957,"הצעת חוק כביש אגרה (כביש ארצי לישראל) (תיקון - הפחתת ריבית פיגורים על חוב חלוט), התשפ'א-2021",פ\24\330,,פ/413/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156959,"הצעת חוק הפיקדון על מכלי משקה (תיקון - ביטול החלת חובת פיקדון על מכלי משקה גדולים), התשפ'א-2021",פ\24\331,-1,פ/2453/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156959,"הצעת חוק הפיקדון על מכלי משקה (תיקון - ביטול החלת חובת פיקדון על מכלי משקה גדולים), התשפ'א-2021",פ\24\331,-1,פ/2453/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157429,"הצעת חוק המכר (דירות) (תיקון - הסדרת בנייה במסגרת קבוצות רכישה), התשפ'א-2021",פ\24\389,,פ/371/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157429,"הצעת חוק המכר (דירות) (תיקון - הסדרת בנייה במסגרת קבוצות רכישה), התשפ'א-2021",פ\24\389,,פ/371/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156459,"הצעת חוק חינוך מיוחד (תיקון - הרחבה לגבי מוסדות שאינם מוכרים), התשפ'א-2021",פ\24\261,0,פ/152/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156491,"הצעת חוק התכנון והבנייה (תיקון - שומה מתוקנת מוסכמת), התשפ'א-2021",פ\24\275,0,פ/326/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156727,"הצעת חוק המועצה להשכלה גבוהה (תיקון - הקמת מוסדות להשכלה גבוהה), התשפ'א-2021",פ\24\257,,פ/943/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156727,"הצעת חוק המועצה להשכלה גבוהה (תיקון - הקמת מוסדות להשכלה גבוהה), התשפ'א-2021",פ\24\257,,פ/943/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156293,"חוק כבילת עצורים ואסירים (חובת יידוע) (תיקוני חקיקה), התשפ'ב–2022",פ\24\81,1,פ/1729/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156293,"חוק כבילת עצורים ואסירים (חובת יידוע) (תיקוני חקיקה), התשפ'ב–2022",פ\24\81,1,פ/1729/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156793,"הצעת חוק איסור הפליה במוצרים, בשירותים ובכניסה למקומות בידור ולמקומות ציבוריים (תיקון - חובת הודעה מוקדמת על אירוע סגור), התשפ'א-2021",פ\24\146,,פ/1813/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156793,"הצעת חוק איסור הפליה במוצרים, בשירותים ובכניסה למקומות בידור ולמקומות ציבוריים (תיקון - חובת הודעה מוקדמת על אירוע סגור), התשפ'א-2021",פ\24\146,,פ/1813/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156310,"הצעת חוק פקודת הסמים המסוכנים (תיקון - שידול לייבוא או ייצוא חומר הנחשב לסם בחו'ל), התשפ'א-2021",פ\24\98,0,פ/472/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156310,"הצעת חוק פקודת הסמים המסוכנים (תיקון - שידול לייבוא או ייצוא חומר הנחשב לסם בחו'ל), התשפ'א-2021",פ\24\98,0,פ/472/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156589,"הצעת חוק-יסוד: בחירות אזוריות וארציות (תיקוני חקיקה)",פ\24\39,0,פ/2292/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156589,"הצעת חוק-יסוד: בחירות אזוריות וארציות (תיקוני חקיקה)",פ\24\39,0,פ/2292/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156439,"הצעת חוק הרבנות הראשית (תיקון - בחירת נציגים מהאזור), התשפ'א-2021",פ\24\79,,פ/1650/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156439,"הצעת חוק הרבנות הראשית (תיקון - בחירת נציגים מהאזור), התשפ'א-2021",פ\24\79,,פ/1650/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156643,"הצעת חוק סדר הדין הפלילי (סמכויות אכיפה – מעצרים) (תיקון–הגדרת מסוכנות של פוגעים בבעלי חיים), התשפ'א-2021",פ\24\10,0,פ/2297/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156653,"הצעת חוק הפרשנות (תיקון - הגדרת הפליה על רקע זהות מגדרית או נטייה מינית), התשפ'א-2021",פ\24\151,0,פ/84/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156653,"הצעת חוק הפרשנות (תיקון - הגדרת הפליה על רקע זהות מגדרית או נטייה מינית), התשפ'א-2021",פ\24\151,,פ/1664/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156653,"הצעת חוק הפרשנות (תיקון - הגדרת הפליה על רקע זהות מגדרית או נטייה מינית), התשפ'א-2021",פ\24\151,,פ/1664/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156889,"הצעת חוק יישובים ושכונות בהליכי הסדרה, התשפ'א-2021",פ\24\402,0,פ/2209/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156889,"הצעת חוק יישובים ושכונות בהליכי הסדרה, התשפ'א-2021",פ\24\402,0,פ/2209/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156595,"חוק העונשין (תיקון מס' 140 – הוראת שעה), התשפ'ב-2021",פ\24\55,-1,פ/1893/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156595,"חוק העונשין (תיקון מס' 140 – הוראת שעה), התשפ'ב-2021",פ\24\55,-1,פ/1893/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156593,"הצעת חוק יישובים ושכונות בהליכי הסדרה, התשפ'א-2021",פ\24\401,0,פ/2209/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156593,"הצעת חוק יישובים ושכונות בהליכי הסדרה, התשפ'א-2021",פ\24\401,0,פ/2209/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156613,"הצעת חוק הגנת הצרכן (תיקון - אחריות מנהל כללי ונושא משרה בשל הפרת הוראות החוק), התשפ'א-2021 ",פ\24\104,,פ/40/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156613,"הצעת חוק הגנת הצרכן (תיקון - אחריות מנהל כללי ונושא משרה בשל הפרת הוראות החוק), התשפ'א-2021 ",פ\24\104,,פ/40/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156418,"הצעת חוק הפרטת תאגיד השידור הציבורי הישראלי, התשפ'א-2021",פ\24\270,,פ/425/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156418,"הצעת חוק הפרטת תאגיד השידור הציבורי הישראלי, התשפ'א-2021",פ\24\270,3,פ/2038/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156418,"הצעת חוק הפרטת תאגיד השידור הציבורי הישראלי, התשפ'א-2021",פ\24\270,,פ/425/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156631,"הצעת חוק-יסוד: משאל עם - שוויון בנישואין וגירושין",פ\24\22,,פ/1573/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156631,"הצעת חוק-יסוד: משאל עם - שוויון בנישואין וגירושין",פ\24\22,,פ/1573/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156515,"הצעת חוק ההתיישנות (תיקון - תביעה בגין אחריות לפגיעה מינית בקטין), התשפ'א-2021",פ\24\515,,פ/1805/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156515,"הצעת חוק ההתיישנות (תיקון - תביעה בגין אחריות לפגיעה מינית בקטין), התשפ'א-2021",פ\24\515,,פ/1805/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156651,"הצעת חוק לשכת עורכי הדין (תיקון - בחינת ההתמחות בעידן הקורונה), התשפ'א-2021 ",פ\24\427,1,פ/2300/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156651,"הצעת חוק לשכת עורכי הדין (תיקון - בחינת ההתמחות בעידן הקורונה), התשפ'א-2021 ",פ\24\427,1,פ/2300/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157220,"הצעת חוק הביטוח הלאומי (תיקון - דמי אבטלה למתמחים), התשפ'א-2021",פ\24\676,,פ/232/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157220,"הצעת חוק הביטוח הלאומי (תיקון - דמי אבטלה למתמחים), התשפ'א-2021",פ\24\676,,פ/2280/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157220,"הצעת חוק הביטוח הלאומי (תיקון - דמי אבטלה למתמחים), התשפ'א-2021",פ\24\676,,פ/2280/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157252,"הצעת חוק ההוצאה לפועל (תיקון - מגבלת רשיון נהיגה), התשפ'א-2021",פ\24\434,1,פ/983/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157252,"הצעת חוק ההוצאה לפועל (תיקון - מגבלת רשיון נהיגה), התשפ'א-2021",פ\24\434,1,פ/983/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156511,"הצעת חוק הביטוח הלאומי (תיקון מס' 233) (תנאי זכאות לדמי לידה), התשפ'ב–2022",פ\24\546,,פ/251/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156511,"הצעת חוק הביטוח הלאומי (תיקון מס' 233) (תנאי זכאות לדמי לידה), התשפ'ב–2022",פ\24\546,,פ/251/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157290,"הצעת חוק איסור הפליה במוצרים, בשירותים ובכניסה למקומות בידור ולמקומות ציבוריים (תיקון - איסור הפרעה להנקה בציבור), התשפ'א-2021",פ\24\659,,פ/1825/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157290,"הצעת חוק איסור הפליה במוצרים, בשירותים ובכניסה למקומות בידור ולמקומות ציבוריים (תיקון - איסור הפרעה להנקה בציבור), התשפ'א-2021",פ\24\659,,פ/1825/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156381,"הצעת חוק להנצחת מורשת המחתרות, התשפ'א-2021",פ\24\521,,פ/1037/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156414,"הצעת חוק-יסוד: הכנסת (תיקון - ייצוג מינימלי לשני המינים ברשימת מועמדים לכנסת)",פ\24\612,,פ/659/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156414,"הצעת חוק-יסוד: הכנסת (תיקון - ייצוג מינימלי לשני המינים ברשימת מועמדים לכנסת)",פ\24\612,,פ/659/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156582,"הצעת חוק צער בעלי חיים (הגנה על בעלי חיים) (תיקון - איסור משלוחים חיים לשחיטה), התשפ'א-2021",פ\24\568,-1,פ/96/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156582,"הצעת חוק צער בעלי חיים (הגנה על בעלי חיים) (תיקון - איסור משלוחים חיים לשחיטה), התשפ'א-2021",פ\24\568,-1,פ/391/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157135,"הצעת חוק הסדרת מקומות רחצה (תיקון - איסור גביית דמי כניסה), התשפ'א-2021",פ\24\632,,פ/1755/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156057,"הצעת חוק חוזה העבודה (הסדרי עבודה מרחוק), התשפ'א-2021",פ\24\522,-1,פ/1633/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156206,"הצעת חוק הביטוח הלאומי (תיקון - ביטול מבחן הכנסה לצורך קביעת זכאות ניצול שואה לגמלת סיעוד), התשפ'א-2021",פ\24\566,0,פ/224/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156206,"הצעת חוק הביטוח הלאומי (תיקון - ביטול מבחן הכנסה לצורך קביעת זכאות ניצול שואה לגמלת סיעוד), התשפ'א-2021",פ\24\566,0,פ/224/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156391,"הצעת חוק המיזם הלאומי לביטחון תזונתי, התשפ'א-2021",פ\24\525,,פ/1982/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156391,"הצעת חוק המיזם הלאומי לביטחון תזונתי, התשפ'א-2021",פ\24\525,,פ/1982/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156659,"הצעת חוק שיפוט בעניני התרת נישואין (מקרים מיוחדים וסמכות בין-לאומית) (תיקון - התרת נישואין אזרחיים), התשפ'א-2021",פ\24\562,,פ/1571/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156659,"הצעת חוק שיפוט בעניני התרת נישואין (מקרים מיוחדים וסמכות בין-לאומית) (תיקון - התרת נישואין אזרחיים), התשפ'א-2021",פ\24\562,,פ/1571/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156991,"הצעת חוק הביטוח הלאומי (תיקון - הצמדת קצבת אזרח ותיק לשכר המינימום), התשפ'א-2021",פ\24\576,-3,פ/1246/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156991,"הצעת חוק הביטוח הלאומי (תיקון - הצמדת קצבת אזרח ותיק לשכר המינימום), התשפ'א-2021",פ\24\576,-3,פ/1513/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157225,"הצעת חוק שיקים ללא כיסוי (תיקון - מצב חירום בשל מגיפה עולמית), התשפ'א-2021",פ\24\677,,פ/1072/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157225,"הצעת חוק שיקים ללא כיסוי (תיקון - מצב חירום בשל מגיפה עולמית), התשפ'א-2021",פ\24\677,-1,פ/1544/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157225,"הצעת חוק שיקים ללא כיסוי (תיקון - מצב חירום בשל מגיפה עולמית), התשפ'א-2021",פ\24\677,,פ/1072/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157342,"הצעת חוק זכויות הסטודנט (תיקון - איסור הפליית מועמדים או סטודנטים), התשפ'א-2021",פ\24\660,,פ/1369/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157342,"הצעת חוק זכויות הסטודנט (תיקון - איסור הפליית מועמדים או סטודנטים), התשפ'א-2021",פ\24\660,,פ/1369/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156071,"הצעת חוק דמי מחלה (היעדרות בשל מחלת ילד) (תיקון - מחלת תינוק), התשפ'א-2021",פ\24\496,,פ/22/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156178,"הצעת חוק דמי מחלה (תיקון - קרן ימי מחלה), התשפ'א-2021",פ\24\590,,פ/1970/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156178,"הצעת חוק דמי מחלה (תיקון - קרן ימי מחלה), התשפ'א-2021",פ\24\590,,פ/1970/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156196,"הצעת חוק גירוש משפחות מחבלים, התשפ'א-2021",פ\24\483,,פ/643/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156098,"הצעת חוק הביטוח הלאומי (תיקון - ביטול מעמד עקרת בית), התשפ'א-2021",פ\24\680,,פ/464/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156098,"הצעת חוק הביטוח הלאומי (תיקון - ביטול מעמד עקרת בית), התשפ'א-2021",פ\24\680,,פ/464/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156384,"הצעת חוק הביטוח הלאומי (תיקון - ניכוי הכנסה חודשית שלא מעבודה או ממשלח יד), התשפ'א-2021",פ\24\713,-2,פ/917/22
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156384,"הצעת חוק הביטוח הלאומי (תיקון - ניכוי הכנסה חודשית שלא מעבודה או ממשלח יד), התשפ'א-2021",פ\24\713,-2,פ/276/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156384,"הצעת חוק הביטוח הלאומי (תיקון - ניכוי הכנסה חודשית שלא מעבודה או ממשלח יד), התשפ'א-2021",פ\24\713,-2,פ/276/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156952,"הצעת חוק בתי המשפט (תיקון - שופט משנה), התשפ'א-2021",פ\24\679,,פ/540/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156952,"הצעת חוק בתי המשפט (תיקון - שופט משנה), התשפ'א-2021",פ\24\679,,פ/540/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157170,"הצעת חוק להגברת האכיפה של דיני העבודה (תיקון - הפרות בטיחות בעבודה בתחום הבנייה), התשפ'א-2021",פ\24\538,,פ/1015/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157170,"הצעת חוק להגברת האכיפה של דיני העבודה (תיקון - הפרות בטיחות בעבודה בתחום הבנייה), התשפ'א-2021",פ\24\538,,פ/1015/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156420,"הצעת חוק הנישואין ופירוקם, התשפ'א-2021 ",פ\24\442,0,פ/1259/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156420,"הצעת חוק הנישואין ופירוקם, התשפ'א-2021 ",פ\24\442,0,פ/1259/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156422,"הצעת חוק העונשין (תיקון - איסור שיווק ומכירת הימורים בידי מי שאינו בעל היתר, פועל מטעמו או בפיקוחו), התשפ'א-2021",פ\24\726,,פ/1856/23
https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156422,"הצעת חוק העונשין (תיקון - איסור שיווק ומכירת הימורים בידי מי שאינו בעל היתר, פועל מטעמו או בפיקוחו), התשפ'א-2021",פ\24\726,,פ/1856/23
